source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
340,0,RxNorm,Clopidogrel,1322184,RxNorm,1970-01-01,2099-12-31,
488,0,RxNorm,Thyroid,43532113,RxNorm,1970-01-01,2099-12-31,
394,0,RxNorm,Neostigmine (CVICU Reversal Protocol),717136,RxNorm,1970-01-01,2099-12-31,
467,0,RxNorm,Cinacalcet,1548111,RxNorm,1970-01-01,2099-12-31,
489,0,RxNorm,Calcitriol,19035631,RxNorm,1970-01-01,2099-12-31,
49,0,RxNorm,Chlorhexidine Gluconate 0.12% Oral Rinse,1790982,RxNorm,1970-01-01,2099-12-31,
540,0,RxNorm,Acetaminophen w/Codeine,40003695,RxNorm,1970-01-01,2099-12-31,
103,0,RxNorm,Divalproex (EXTended Release),40238256,RxNorm,1970-01-01,2099-12-31,
468,0,RxNorm,NIFEdipine CR,1318853,RxNorm,1970-01-01,2099-12-31,
191,0,RxNorm,Calcium Replacement (Oncology),19018544,RxNorm,1970-01-01,2099-12-31,
341,0,RxNorm,PHENObarbital - ICU Alcohol Withdrawal (Loading Dose 1) ,734275,RxNorm,1970-01-01,2099-12-31,
395,0,RxNorm,Glycopyrrolate (CVICU Reversal Protocol),19081297,RxNorm,1970-01-01,2099-12-31,
490,0,RxNorm,FLUoxetine,755695,RxNorm,1970-01-01,2099-12-31,
104,0,RxNorm,Sodium Chloride,967823,RxNorm,1970-01-01,2099-12-31,
469,0,RxNorm,Tricor,1353048,RxNorm,1970-01-01,2099-12-31,
50,0,RxNorm,CloniDINE,1398937,RxNorm,1970-01-01,2099-12-31,
541,0,RxNorm,Chloraseptic Throat Spray,19131487,RxNorm,1970-01-01,2099-12-31,
192,0,RxNorm,Magnesium Sulfate Replacement (Oncology),19093848,RxNorm,1970-01-01,2099-12-31,
396,0,RxNorm,Belladonna & Opium (16.2/30mg),19055620,RxNorm,1970-01-01,2099-12-31,
491,0,RxNorm,Terbinafine 1% Cream,40102767,RxNorm,1970-01-01,2099-12-31,
470,0,RxNorm,Hydrochlorothiazide,974166,RxNorm,1970-01-01,2099-12-31,
105,0,RxNorm,Miconazole 2% Cream,40063807,RxNorm,1970-01-01,2099-12-31,
342,0,RxNorm,Neomycin Sulfate,40167223,RxNorm,1970-01-01,2099-12-31,
51,0,RxNorm,Dorzolamide 2%/Timolol 0.5% Ophth.,1594711,RxNorm,1970-01-01,2099-12-31,
193,0,RxNorm,Meperidine,1102527,RxNorm,1970-01-01,2099-12-31,
397,0,RxNorm,Levothyroxine Sodium,40169798,RxNorm,1970-01-01,2099-12-31,
471,0,RxNorm,Felodipine,1353776,RxNorm,1970-01-01,2099-12-31,
542,0,RxNorm,OxycoDONE-Acetaminophen Elixir,40162510,RxNorm,1970-01-01,2099-12-31,
52,0,RxNorm,Furosemide,956874,RxNorm,1970-01-01,2099-12-31,
492,0,RxNorm,Timolol Maleate 0.5%,40180691,RxNorm,1970-01-01,2099-12-31,
343,0,RxNorm,Desmopressin Acetate,1517146,RxNorm,1970-01-01,2099-12-31,
194,0,RxNorm,Sarna Lotion,40091252,RxNorm,1970-01-01,2099-12-31,
472,0,RxNorm,Vitamin E,19009540,RxNorm,1970-01-01,2099-12-31,
106,0,RxNorm,Triamcinolone Acetonide 0.1% Cream,40234010,RxNorm,1970-01-01,2099-12-31,
398,0,RxNorm,Vitamin D3 ,42709324,RxNorm,1970-01-01,2099-12-31,
543,0,RxNorm,Levalbuterol Neb,1192218,RxNorm,1970-01-01,2099-12-31,
53,0,RxNorm,ClonazePAM,798874,RxNorm,1970-01-01,2099-12-31,
473,0,RxNorm,Avapro,37498468,RxNorm,1970-01-01,2099-12-31,
344,0,RxNorm,Rocuronium,19003953,RxNorm,1970-01-01,2099-12-31,
195,0,RxNorm,Metolazone,907013,RxNorm,1970-01-01,2099-12-31,
399,0,RxNorm,Allopurinol,1167322,RxNorm,1970-01-01,2099-12-31,
107,0,RxNorm,Aquaphor Ointment,1758586,RxNorm,1970-01-01,2099-12-31,
54,0,RxNorm,Ranitidine,961047,RxNorm,1970-01-01,2099-12-31,
345,0,RxNorm,Tobramycin,902722,RxNorm,1970-01-01,2099-12-31,
400,0,RxNorm,Meclizine,994341,RxNorm,1970-01-01,2099-12-31,
544,0,RxNorm,Hydrocodone-Acetaminophen (5mg-500mg),40002706,RxNorm,1970-01-01,2099-12-31,
55,0,RxNorm,Docusate ,941258,RxNorm,1970-01-01,2099-12-31,
108,0,RxNorm,Sodium Bicarbonate,939506,RxNorm,1970-01-01,2099-12-31,
493,0,RxNorm,Vitamin B Complex,19010970,RxNorm,1970-01-01,2099-12-31,
196,0,RxNorm,Artificial Tears Preserv. Free,902551,RxNorm,1970-01-01,2099-12-31,
365,0,RxNorm,Lidocaine,989878,RxNorm,1970-01-01,2099-12-31,
438,0,RxNorm,Magnesium Sulfate Replacement (Critical Care and Oncology),19093848,RxNorm,1970-01-01,2099-12-31,
494,0,RxNorm,Ferrous Gluconate,1396012,RxNorm,1970-01-01,2099-12-31,
56,0,RxNorm,MetFORMIN (Glucophage),40063356,RxNorm,1970-01-01,2099-12-31,
73,0,RxNorm,QUEtiapine Fumarate,766814,RxNorm,1970-01-01,2099-12-31,
197,0,RxNorm,Orthopedic Solution,40087945,RxNorm,1970-01-01,2099-12-31,
366,0,RxNorm,amLODIPine,1332418,RxNorm,1970-01-01,2099-12-31,
545,0,RxNorm,Aluminum Hydroxide Suspension,40008250,RxNorm,1970-01-01,2099-12-31,
57,0,RxNorm,Methadone,1103640,RxNorm,1970-01-01,2099-12-31,
495,0,RxNorm,Januvia,19125043,RxNorm,1970-01-01,2099-12-31,
439,0,RxNorm,Calcium Gluconate Replacement (Oncology),19037038,RxNorm,1970-01-01,2099-12-31,
74,0,RxNorm,Divalproex Sod. Sprinkles,40238243,RxNorm,1970-01-01,2099-12-31,
496,0,RxNorm,Loratadine,1107830,RxNorm,1970-01-01,2099-12-31,
58,0,RxNorm,Fish Oil (Omega 3),19110701,RxNorm,1970-01-01,2099-12-31,
198,0,RxNorm,PHENObarbital - ICU Alcohol Withdrawal (Loading Dose 2 and 3),734275,RxNorm,1970-01-01,2099-12-31,
367,0,RxNorm,Calcium Chloride,19036781,RxNorm,1970-01-01,2099-12-31,
75,0,RxNorm,Spironolactone,970250,RxNorm,1970-01-01,2099-12-31,
346,0,RxNorm,"Alteplase 1mg/2mL ( Clearance ie. PICC, tunneled access line )",1347450,RxNorm,1970-01-01,2099-12-31,
546,0,RxNorm,OxyCODONE--Acetaminophen (5mg-325mg),40002751,RxNorm,1970-01-01,2099-12-31,
59,0,RxNorm,Docusate,941258,RxNorm,1970-01-01,2099-12-31,
368,0,RxNorm,PHENObarbital,734275,RxNorm,1970-01-01,2099-12-31,
440,0,RxNorm,Calcium Gluconate sliding scale (Critical Care-Ionized calcium),19037038,RxNorm,1970-01-01,2099-12-31,
497,0,RxNorm,Isosorbide Dinitrate ER,1383925,RxNorm,1970-01-01,2099-12-31,
199,0,RxNorm,HYDROmorphone (Dilaudid),40051251,RxNorm,1970-01-01,2099-12-31,
347,0,RxNorm,Rasburicase,1304565,RxNorm,1970-01-01,2099-12-31,
511,0,RxNorm,Psyllium Powder,957797,RxNorm,1970-01-01,2099-12-31,
76,0,RxNorm,adde,714847,RxNorm,1970-01-01,2099-12-31,
60,0,RxNorm,Mupirocin Ointment 2%,40062282,RxNorm,1970-01-01,2099-12-31,
512,0,RxNorm,ibrutinib,44507848,RxNorm,1970-01-01,2099-12-31,
348,0,RxNorm,Esmolol,19063575,RxNorm,1970-01-01,2099-12-31,
498,0,RxNorm,Aspirin (Buffered),40010191,RxNorm,1970-01-01,2099-12-31,
441,0,RxNorm,2,0,None,1970-01-01,2099-12-31,
61,0,RxNorm,Apixaban,43013024,RxNorm,1970-01-01,2099-12-31,
369,0,RxNorm,Alteplase (Catheter Clearance),1347450,RxNorm,1970-01-01,2099-12-31,
499,0,RxNorm,PredniSONE,1551099,RxNorm,1970-01-01,2099-12-31,
513,0,RxNorm,venetoclax,35604205,RxNorm,1970-01-01,2099-12-31,
200,0,RxNorm,OxycoDONE (Immediate Release) ,1124957,RxNorm,1970-01-01,2099-12-31,
349,0,RxNorm,Albumin 25% ,42903893,RxNorm,1970-01-01,2099-12-31,
77,0,RxNorm,Triamcinolone Acetonide 0.025% Cream,40233993,RxNorm,1970-01-01,2099-12-31,
370,0,RxNorm,Ondansetron ODT,1000560,RxNorm,1970-01-01,2099-12-31,
514,0,RxNorm,Rivaroxaban,40241331,RxNorm,1970-01-01,2099-12-31,
500,0,RxNorm,Valsartan,1308842,RxNorm,1970-01-01,2099-12-31,
442,0,RxNorm,1,0,None,1970-01-01,2099-12-31,
201,0,RxNorm,Ampicillin,1717327,RxNorm,1970-01-01,2099-12-31,
371,0,RxNorm,Bumetanide,932745,RxNorm,1970-01-01,2099-12-31,
62,0,RxNorm,Fluticasone-Salmeterol Diskus (100/50),42902665,RxNorm,1970-01-01,2099-12-31,
78,0,RxNorm,MethylPHENIDATE (Ritalin),705944,RxNorm,1970-01-01,2099-12-31,
202,0,RxNorm,GuaiFENesin,1163944,RxNorm,1970-01-01,2099-12-31,
515,0,RxNorm,Carbamide Peroxide 6.5%,958999,RxNorm,1970-01-01,2099-12-31,
350,0,RxNorm,Gastroview (Diatrizoate Meglumine & Sodium),19022596,RxNorm,1970-01-01,2099-12-31,
501,0,RxNorm,Hydroxychloroquine Sulfate,701777,RxNorm,1970-01-01,2099-12-31,
79,0,RxNorm,Lidocaine Jelly 2%,35602800,RxNorm,1970-01-01,2099-12-31,
203,0,RxNorm,Acetaminophen,1125315,RxNorm,1970-01-01,2099-12-31,
372,0,RxNorm,Racepinephrine,1300153,RxNorm,1970-01-01,2099-12-31,
63,0,RxNorm,BusPIRone,733301,RxNorm,1970-01-01,2099-12-31,
516,0,RxNorm,Venetoclax,35604205,RxNorm,1970-01-01,2099-12-31,
351,0,RxNorm,Fluconazole,1754994,RxNorm,1970-01-01,2099-12-31,
204,0,RxNorm,NiMODipine,1319133,RxNorm,1970-01-01,2099-12-31,
443,0,RxNorm,Citrate Dextrose 3% (ACD-A) CRRT,37002611,RxNorm,1970-01-01,2099-12-31,
64,0,RxNorm,Omeprazole,923645,RxNorm,1970-01-01,2099-12-31,
502,0,RxNorm,Chlorthalidone,1395058,RxNorm,1970-01-01,2099-12-31,
517,0,RxNorm,ruxolitinib,40244464,RxNorm,1970-01-01,2099-12-31,
205,0,RxNorm,Nimodipine,1319133,RxNorm,1970-01-01,2099-12-31,
352,0,RxNorm,Micafungin,19018013,RxNorm,1970-01-01,2099-12-31,
373,0,RxNorm,Benztropine Mesylate,40168887,RxNorm,1970-01-01,2099-12-31,
503,0,RxNorm,Vitamin A,19008339,RxNorm,1970-01-01,2099-12-31,
65,0,RxNorm,Topiramate (Topamax),742267,RxNorm,1970-01-01,2099-12-31,
80,0,RxNorm,Metoprolol Succinate XL,43014167,RxNorm,1970-01-01,2099-12-31,
374,0,RxNorm,NIFEdipine,1318853,RxNorm,1970-01-01,2099-12-31,
444,0,RxNorm,Calcium Gluconate sliding scale – Ionized calcium,19037038,RxNorm,1970-01-01,2099-12-31,
504,0,RxNorm,Zinc Sulfate,19044522,RxNorm,1970-01-01,2099-12-31,
81,0,RxNorm,Diltiazem,1328165,RxNorm,1970-01-01,2099-12-31,
353,0,RxNorm,Tuberculin Protein,19010871,RxNorm,1970-01-01,2099-12-31,
66,0,RxNorm,LaMOTrigine,705103,RxNorm,1970-01-01,2099-12-31,
375,0,RxNorm,Furosemide-Heart Failure,956874,RxNorm,1970-01-01,2099-12-31,
206,0,RxNorm,Ipratropium Bromide MDI,1113075,RxNorm,1970-01-01,2099-12-31,
518,0,RxNorm,Vitamin B Complex w/C,19010970,RxNorm,1970-01-01,2099-12-31,
354,0,RxNorm,Aztreonam,1715117,RxNorm,1970-01-01,2099-12-31,
505,0,RxNorm,Estrogens Conjugated,1549080,RxNorm,1970-01-01,2099-12-31,
67,0,RxNorm,Sotalol,1370109,RxNorm,1970-01-01,2099-12-31,
445,0,RxNorm,Tucks Hemorrhoidal Oint 1%,40222940,RxNorm,1970-01-01,2099-12-31,
82,0,RxNorm,Amiodarone,1309944,RxNorm,1970-01-01,2099-12-31,
376,0,RxNorm,Vitamin D3,42709324,RxNorm,1970-01-01,2099-12-31,
519,0,RxNorm,Cetirizine,1149196,RxNorm,1970-01-01,2099-12-31,
355,0,RxNorm,Methylnaltrexone,909841,RxNorm,1970-01-01,2099-12-31,
506,0,RxNorm,PARoxetine,722031,RxNorm,1970-01-01,2099-12-31,
207,0,RxNorm,Hydrocortisone (Rectal) 2.5% Cream,40049707,RxNorm,1970-01-01,2099-12-31,
83,0,RxNorm,Ursodiol,988122,RxNorm,1970-01-01,2099-12-31,
446,0,RxNorm,Fentanyl PCA,1154029,RxNorm,1970-01-01,2099-12-31,
68,0,RxNorm,Ciprofloxacin 0.3% Ophth Soln,19075378,RxNorm,1970-01-01,2099-12-31,
507,0,RxNorm,Febuxostat,19017742,RxNorm,1970-01-01,2099-12-31,
84,0,RxNorm,Clonazepam,798874,RxNorm,1970-01-01,2099-12-31,
520,0,RxNorm,Pyridoxine,19005046,RxNorm,1970-01-01,2099-12-31,
356,0,RxNorm,Naloxone,1114220,RxNorm,1970-01-01,2099-12-31,
377,0,RxNorm,Cepacol (Sore Throat Lozenge),19123003,RxNorm,1970-01-01,2099-12-31,
508,0,RxNorm,Methylprednisolone,1506270,RxNorm,1970-01-01,2099-12-31,
208,0,RxNorm,Ipratropium Bromide Neb,1113075,RxNorm,1970-01-01,2099-12-31,
69,0,RxNorm,PHENObarbital Alcohol Withdrawal Dose Taper (Days 2-7),734275,RxNorm,1970-01-01,2099-12-31,
357,0,RxNorm,Lactulose Enema,987245,RxNorm,1970-01-01,2099-12-31,
447,0,RxNorm,Calcium Gluconate Replacement (Critical Care and Oncology),19037038,RxNorm,1970-01-01,2099-12-31,
521,0,RxNorm,Collagenase Ointment,40016963,RxNorm,1970-01-01,2099-12-31,
378,0,RxNorm,23.4% Sodium Chloride,702483,RxNorm,1970-01-01,2099-12-31,
85,0,RxNorm,OLANZapine (Disintegrating Tablet),40101919,RxNorm,1970-01-01,2099-12-31,
509,0,RxNorm,BuPROPion XL (Once Daily),750982,RxNorm,1970-01-01,2099-12-31,
70,0,RxNorm,Carvedilol,1346823,RxNorm,1970-01-01,2099-12-31,
522,0,RxNorm,Clotrimazole,1000632,RxNorm,1970-01-01,2099-12-31,
209,0,RxNorm,Albuterol-Ipratropium,1356123,RxNorm,1970-01-01,2099-12-31,
358,0,RxNorm,Sodium Glycerophosphate,1337159,RxNorm,1970-01-01,2099-12-31,
379,0,RxNorm,Vecuronium Bromide,40165388,RxNorm,1970-01-01,2099-12-31,
86,0,RxNorm,Ranitidine (Liquid),961047,RxNorm,1970-01-01,2099-12-31,
210,0,RxNorm,Diazepam,723013,RxNorm,1970-01-01,2099-12-31,
510,0,RxNorm,Calcitonin Salmon,1537655,RxNorm,1970-01-01,2099-12-31,
448,0,RxNorm,Insulin Pump (Self Administering Medication),45775350,RxNorm,1970-01-01,2099-12-31,
380,0,RxNorm,HumaLOG,40166274,RxNorm,1970-01-01,2099-12-31,
359,0,RxNorm,Fleet Enema (Mineral Oil),40065004,RxNorm,1970-01-01,2099-12-31,
87,0,RxNorm,brimonidine,915542,RxNorm,1970-01-01,2099-12-31,
255,0,RxNorm,Verapamil,1307863,RxNorm,1970-01-01,2099-12-31,
71,0,RxNorm,Fluticasone Propionate 110mcg,42903220,RxNorm,1970-01-01,2099-12-31,
449,0,RxNorm,Sertraline,739138,RxNorm,1970-01-01,2099-12-31,
523,0,RxNorm,PNEUMOcoccal 23-valent polysaccharide vaccine,40163686,RxNorm,1970-01-01,2099-12-31,
381,0,RxNorm,Pamidronate,1511646,RxNorm,1970-01-01,2099-12-31,
360,0,RxNorm,ertapenem,1717963,RxNorm,1970-01-01,2099-12-31,
88,0,RxNorm,SulfaSALAzine_,964339,RxNorm,1970-01-01,2099-12-31,
211,0,RxNorm,OxyCODONE (Immediate Release),1124957,RxNorm,1970-01-01,2099-12-31,
450,0,RxNorm,Ferrous Sulfate (Liquid),1396131,RxNorm,1970-01-01,2099-12-31,
89,0,RxNorm,Phosphorus,19043395,RxNorm,1970-01-01,2099-12-31,
72,0,RxNorm,Divalproex (DELayed Release),40238244,RxNorm,1970-01-01,2099-12-31,
382,0,RxNorm,CARBOplatin,1344905,RxNorm,1970-01-01,2099-12-31,
256,0,RxNorm,Brimonidine Tartrate 0.15% Ophth.,40164134,RxNorm,1970-01-01,2099-12-31,
361,0,RxNorm,Succinylcholine,836208,RxNorm,1970-01-01,2099-12-31,
212,0,RxNorm,Midodrine,1308368,RxNorm,1970-01-01,2099-12-31,
19,0,RxNorm,Insulin,35605670,RxNorm,1970-01-01,2099-12-31,
90,0,RxNorm,Bisacodyl,924939,RxNorm,1970-01-01,2099-12-31,
451,0,RxNorm,Emtricitabine-Tenofovir (Truvada),40124351,RxNorm,1970-01-01,2099-12-31,
524,0,RxNorm,Influenza Vaccine Quadrivalent,46287746,RxNorm,1970-01-01,2099-12-31,
362,0,RxNorm,Aminocaproic Acid,1369939,RxNorm,1970-01-01,2099-12-31,
257,0,RxNorm,Albumin 25% (12.5g / 50mL),42903893,RxNorm,1970-01-01,2099-12-31,
213,0,RxNorm,HydrALAzine,1373928,RxNorm,1970-01-01,2099-12-31,
20,0,RxNorm,Simvastatin,1539403,RxNorm,1970-01-01,2099-12-31,
127,0,RxNorm,LamoTRIgine,705103,RxNorm,1970-01-01,2099-12-31,
452,0,RxNorm,Nicotine Patch,718583,RxNorm,1970-01-01,2099-12-31,
214,0,RxNorm,Cephalexin,1786621,RxNorm,1970-01-01,2099-12-31,
363,0,RxNorm,Pantoprazole,948078,RxNorm,1970-01-01,2099-12-31,
419,0,RxNorm,Salmeterol Xinafoate Diskus (50 mcg),40166802,RxNorm,1970-01-01,2099-12-31,
21,0,RxNorm,Amlodipine,1332418,RxNorm,1970-01-01,2099-12-31,
258,0,RxNorm,Octreotide Acetate,1522957,RxNorm,1970-01-01,2099-12-31,
128,0,RxNorm,Mupirocin Cream 2%,40062280,RxNorm,1970-01-01,2099-12-31,
215,0,RxNorm,Vancomycin Oral Liquid,1707687,RxNorm,1970-01-01,2099-12-31,
453,0,RxNorm,Tiotropium Bromide,1106776,RxNorm,1970-01-01,2099-12-31,
364,0,RxNorm,Albumin 5% ,42903893,RxNorm,1970-01-01,2099-12-31,
525,0,RxNorm,Influenza Virus Vaccine,40225008,RxNorm,1970-01-01,2099-12-31,
22,0,RxNorm,Olanzapine,785788,RxNorm,1970-01-01,2099-12-31,
259,0,RxNorm,Opium Tincture,19133364,RxNorm,1970-01-01,2099-12-31,
216,0,RxNorm,Digoxin,1326303,RxNorm,1970-01-01,2099-12-31,
129,0,RxNorm,riluzole,735951,RxNorm,1970-01-01,2099-12-31,
420,0,RxNorm,Amoxicillin-Clavulanic Acid,40105046,RxNorm,1970-01-01,2099-12-31,
454,0,RxNorm,RiTONAvir,1748921,RxNorm,1970-01-01,2099-12-31,
23,0,RxNorm,Zolpidem Tartrate,744795,RxNorm,1970-01-01,2099-12-31,
