source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
185,0,med,Heparin Flush (1000 units/mL),35134940,RxNorm Extension,1970-01-01,2099-12-31,
480,0,med,Fenofibrate,1551803,RxNorm,1970-01-01,2099-12-31,
458,0,med,Paroxetine,722031,RxNorm,1970-01-01,2099-12-31,
481,0,med,Thyroid,35942057,NAACCR,1970-01-01,2099-12-31,
46,0,med,Metoprolol Tartrate,40167199,RxNorm,1970-01-01,2099-12-31,
388,0,med,Ketamine (For Intubation),4202832,SNOMED,1970-01-01,2099-12-31,
47,0,med,Darunavir,1756831,RxNorm,1970-01-01,2099-12-31,
482,0,med,Calcitriol,19035631,RxNorm,1970-01-01,2099-12-31,
331,0,med,Readi-Cat 2 (Barium Sulfate 2% Suspension),43268929,RxNorm Extension,1970-01-01,2099-12-31,
101,0,med,HYDROcodone-Acetaminophen (5mg-325mg),44094258,RxNorm Extension,1970-01-01,2099-12-31,
531,0,med,Morphine Sulfate (Oral Soln.),40170024,RxNorm,1970-01-01,2099-12-31,
186,0,med,Heparin Dwell (1000 Units/mL),35134940,RxNorm Extension,1970-01-01,2099-12-31,
332,0,med,Thrombin,1300673,RxNorm,1970-01-01,2099-12-31,
459,0,med,Escitalopram Oxalate,43288155,RxNorm Extension,1970-01-01,2099-12-31,
483,0,med,FLUoxetine,755695,RxNorm,1970-01-01,2099-12-31,
389,0,med,Ziprasidone Mesylate,712615,RxNorm,1970-01-01,2099-12-31,
333,0,med,Simethicone,966991,RxNorm,1970-01-01,2099-12-31,
460,0,med,Cinacalcet,1548111,RxNorm,1970-01-01,2099-12-31,
187,0,med,Sodium CITRATE 4%,4293653,VANDF,1970-01-01,2099-12-31,
48,0,med,Mupirocin Nasal Ointment 2%,40062277,RxNorm,1970-01-01,2099-12-31,
484,0,med,Terbinafine 1% Cream,40102767,RxNorm,1970-01-01,2099-12-31,
102,0,med,Divalproex (EXTended Release),40238256,RxNorm,1970-01-01,2099-12-31,
532,0,med,Aluminum-Magnesium Hydrox.-Simethicone,44056361,RxNorm Extension,1970-01-01,2099-12-31,
461,0,med,NIFEdipine CR,1318853,RxNorm,1970-01-01,2099-12-31,
188,0,med,Neomycin-Polymyxin-Bacitracin,40821063,RxNorm Extension,1970-01-01,2099-12-31,
462,0,med,Tricor,42005460,OSM,1970-01-01,2099-12-31,
103,0,med,Sodium Chloride,4305895,SNOMED,1970-01-01,2099-12-31,
334,0,med,Insulin (Regular) for Hyperkalemia,36307548,LOINC,1970-01-01,2099-12-31,
485,0,med,Timolol Maleate 0.5%,40180691,RxNorm,1970-01-01,2099-12-31,
390,0,med,Neostigmine (CVICU Reversal Protocol),717136,RxNorm,1970-01-01,2099-12-31,
533,0,med,Acetaminophen w/Codeine,40003695,RxNorm,1970-01-01,2099-12-31,
463,0,med,Hydrochlorothiazide,974166,RxNorm,1970-01-01,2099-12-31,
104,0,med,Miconazole 2% Cream,21202140,dm+d,1970-01-01,2099-12-31,
464,0,med,Felodipine,1353776,RxNorm,1970-01-01,2099-12-31,
335,0,med,Morphine Sulfate,40169889,RxNorm,1970-01-01,2099-12-31,
486,0,med,Vitamin B Complex,19010970,RxNorm,1970-01-01,2099-12-31,
189,0,med,Calcium Replacement (Oncology),4158691,SNOMED,1970-01-01,2099-12-31,
49,0,med,Chlorhexidine Gluconate 0.12% Oral Rinse,1790982,RxNorm,1970-01-01,2099-12-31,
465,0,med,Vitamin E,19009540,RxNorm,1970-01-01,2099-12-31,
336,0,med,Tigecycline,1742432,RxNorm,1970-01-01,2099-12-31,
534,0,med,Chloraseptic Throat Spray,19131487,RxNorm,1970-01-01,2099-12-31,
466,0,med,Avapro,37498468,RxNorm,1970-01-01,2099-12-31,
50,0,med,CloniDINE,1398937,RxNorm,1970-01-01,2099-12-31,
487,0,med,Ferrous Gluconate,4298907,SNOMED,1970-01-01,2099-12-31,
391,0,med,Glycopyrrolate (CVICU Reversal Protocol),19081297,RxNorm,1970-01-01,2099-12-31,
337,0,med,Lidocaine-Prilocaine,951279,RxNorm,1970-01-01,2099-12-31,
467,0,med,Trimethoprim,1705674,RxNorm,1970-01-01,2099-12-31,
488,0,med,Januvia,19125043,RxNorm,1970-01-01,2099-12-31,
105,0,med,Triamcinolone Acetonide 0.1% Cream,40234010,RxNorm,1970-01-01,2099-12-31,
338,0,med,Clopidogrel,36308882,LOINC,1970-01-01,2099-12-31,
468,0,med,Propranolol LA,1353766,RxNorm,1970-01-01,2099-12-31,
489,0,med,Loratadine,1107830,RxNorm,1970-01-01,2099-12-31,
392,0,med,Belladonna & Opium (16.2/30mg),19055620,RxNorm,1970-01-01,2099-12-31,
535,0,med,OxycoDONE-Acetaminophen Elixir,44096652,RxNorm Extension,1970-01-01,2099-12-31,
51,0,med,Dorzolamide 2%/Timolol 0.5% Ophth.,1594711,RxNorm,1970-01-01,2099-12-31,
190,0,med,Magnesium Sulfate Replacement (Oncology),19093848,RxNorm,1970-01-01,2099-12-31,
106,0,med,Aquaphor Ointment,45223681,NDC,1970-01-01,2099-12-31,
52,0,med,Furosemide,956874,RxNorm,1970-01-01,2099-12-31,
191,0,med,Meperidine,36310259,LOINC,1970-01-01,2099-12-31,
536,0,med,Levalbuterol Neb,1192218,RxNorm,1970-01-01,2099-12-31,
53,0,med,ClonazePAM,798874,RxNorm,1970-01-01,2099-12-31,
393,0,med,Levothyroxine Sodium,40169798,RxNorm,1970-01-01,2099-12-31,
107,0,med,Sodium Bicarbonate,939506,RxNorm,1970-01-01,2099-12-31,
490,0,med,Isosorbide Dinitrate ER,1383925,RxNorm,1970-01-01,2099-12-31,
192,0,med,Sarna Lotion,45883539,LOINC,1970-01-01,2099-12-31,
54,0,med,Ranitidine,961047,RxNorm,1970-01-01,2099-12-31,
394,0,med,Allopurinol,1167322,RxNorm,1970-01-01,2099-12-31,
108,0,med,Torsemide,942350,RxNorm,1970-01-01,2099-12-31,
55,0,med,Docusate,941258,RxNorm,1970-01-01,2099-12-31,
339,0,med,PHENObarbital - ICU Alcohol Withdrawal (Loading Dose 1),4180457,SNOMED,1970-01-01,2099-12-31,
491,0,med,Aspirin (Buffered),40010191,RxNorm,1970-01-01,2099-12-31,
395,0,med,Meclizine,994341,RxNorm,1970-01-01,2099-12-31,
193,0,med,Metolazone,907013,RxNorm,1970-01-01,2099-12-31,
537,0,med,Hydrocodone-Acetaminophen (5mg-500mg),40002706,RxNorm,1970-01-01,2099-12-31,
492,0,med,PredniSONE,1551099,RxNorm,1970-01-01,2099-12-31,
73,0,med,Divalproex Sod. Sprinkles,40238243,RxNorm,1970-01-01,2099-12-31,
340,0,med,Neomycin Sulfate,40167223,RxNorm,1970-01-01,2099-12-31,
396,0,med,Prochlorperazine,752061,RxNorm,1970-01-01,2099-12-31,
56,0,med,MetFORMIN (Glucophage),40063356,RxNorm,1970-01-01,2099-12-31,
493,0,med,Valsartan,1308842,RxNorm,1970-01-01,2099-12-31,
57,0,med,Methadone,36308625,LOINC,1970-01-01,2099-12-31,
74,0,med,Spironolactone,970250,RxNorm,1970-01-01,2099-12-31,
361,0,med,Pantoprazole,948078,RxNorm,1970-01-01,2099-12-31,
75,0,med,adde,4228617,SNOMED,1970-01-01,2099-12-31,
194,0,med,Artificial Tears Preserv. Free,4205255,SNOMED,1970-01-01,2099-12-31,
433,0,med,Magnesium Sulfate Replacement (Critical Care and Oncology),19093848,RxNorm,1970-01-01,2099-12-31,
362,0,med,Lidocaine,989878,RxNorm,1970-01-01,2099-12-31,
341,0,med,Desmopressin Acetate,1517146,RxNorm,1970-01-01,2099-12-31,
58,0,med,Fish Oil (Omega 3),42536455,SNOMED,1970-01-01,2099-12-31,
494,0,med,Hydroxychloroquine Sulfate,701777,RxNorm,1970-01-01,2099-12-31,
538,0,med,Aluminum Hydroxide Suspension,40008250,RxNorm,1970-01-01,2099-12-31,
342,0,med,Rocuronium,19003953,RxNorm,1970-01-01,2099-12-31,
363,0,med,amLODIPine,1332418,RxNorm,1970-01-01,2099-12-31,
343,0,med,Tobramycin,902722,RxNorm,1970-01-01,2099-12-31,
195,0,med,Orthopedic Solution,45876502,LOINC,1970-01-01,2099-12-31,
495,0,med,Chlorthalidone,1395058,RxNorm,1970-01-01,2099-12-31,
59,0,med,Mupirocin Ointment 2%,40062282,RxNorm,1970-01-01,2099-12-31,
364,0,med,Calcium Chloride,19036781,RxNorm,1970-01-01,2099-12-31,
76,0,med,Triamcinolone Acetonide 0.025% Cream,40233993,RxNorm,1970-01-01,2099-12-31,
60,0,med,Apixaban,36309609,LOINC,1970-01-01,2099-12-31,
496,0,med,Vitamin A,19008339,RxNorm,1970-01-01,2099-12-31,
539,0,med,OxyCODONE--Acetaminophen (5mg-325mg),44094258,RxNorm Extension,1970-01-01,2099-12-31,
434,0,med,Calcium Gluconate Replacement (Oncology),19037038,RxNorm,1970-01-01,2099-12-31,
497,0,med,Zinc Sulfate,19044522,RxNorm,1970-01-01,2099-12-31,
77,0,med,MethylPHENIDATE (Ritalin),705944,RxNorm,1970-01-01,2099-12-31,
540,0,med,Hydrocodone-Acetaminophen,40002706,RxNorm,1970-01-01,2099-12-31,
498,0,med,Estrogens Conjugated,1549080,RxNorm,1970-01-01,2099-12-31,
365,0,med,Alteplase (Catheter Clearance),35941036,NAACCR,1970-01-01,2099-12-31,
505,0,med,ibrutinib,44507848,RxNorm,1970-01-01,2099-12-31,
61,0,med,Fluticasone-Salmeterol Diskus (100/50),42902665,RxNorm,1970-01-01,2099-12-31,
78,0,med,Lidocaine Jelly 2%,44028352,RxNorm Extension,1970-01-01,2099-12-31,
499,0,med,PARoxetine,722031,RxNorm,1970-01-01,2099-12-31,
196,0,med,PHENObarbital - ICU Alcohol Withdrawal (Loading Dose 2 and 3),4180457,SNOMED,1970-01-01,2099-12-31,
506,0,med,venetoclax,35604205,RxNorm,1970-01-01,2099-12-31,
366,0,med,Ondansetron ODT,43294738,RxNorm Extension,1970-01-01,2099-12-31,
62,0,med,BusPIRone,733301,RxNorm,1970-01-01,2099-12-31,
500,0,med,Febuxostat,19017742,RxNorm,1970-01-01,2099-12-31,
344,0,med,"Alteplase 1mg/2mL ( Clearance ie. PICC, tunneled access line )",1035097,LOINC,1970-01-01,2099-12-31,
507,0,med,Rivaroxaban,36308113,LOINC,1970-01-01,2099-12-31,
63,0,med,Omeprazole,923645,RxNorm,1970-01-01,2099-12-31,
367,0,med,Bumetanide,932745,RxNorm,1970-01-01,2099-12-31,
345,0,med,Rasburicase,38002161,APC,1970-01-01,2099-12-31,
197,0,med,HYDROmorphone (Dilaudid),40051251,RxNorm,1970-01-01,2099-12-31,
435,0,med,Calcium Gluconate sliding scale (Critical Care-Ionized calcium),19037038,RxNorm,1970-01-01,2099-12-31,
79,0,med,Metoprolol Succinate XL,43014167,RxNorm,1970-01-01,2099-12-31,
501,0,med,Methylprednisolone,1506270,RxNorm,1970-01-01,2099-12-31,
346,0,med,Esmolol,19063575,RxNorm,1970-01-01,2099-12-31,
368,0,med,Racepinephrine,1300153,RxNorm,1970-01-01,2099-12-31,
64,0,med,Topiramate (Topamax),40099160,RxNorm,1970-01-01,2099-12-31,
508,0,med,Carbamide Peroxide 6.5%,4235134,SNOMED,1970-01-01,2099-12-31,
80,0,med,Diltiazem,1328165,RxNorm,1970-01-01,2099-12-31,
347,0,med,Albumin 25%,4199139,SNOMED,1970-01-01,2099-12-31,
65,0,med,LaMOTrigine,705103,RxNorm,1970-01-01,2099-12-31,
509,0,med,Venetoclax,35604205,RxNorm,1970-01-01,2099-12-31,
81,0,med,Amiodarone,1309944,RxNorm,1970-01-01,2099-12-31,
66,0,med,Sotalol,1370109,RxNorm,1970-01-01,2099-12-31,
502,0,med,BuPROPion XL (Once Daily),4041300,SNOMED,1970-01-01,2099-12-31,
82,0,med,Ursodiol,988122,RxNorm,1970-01-01,2099-12-31,
369,0,med,Benztropine Mesylate,40168887,RxNorm,1970-01-01,2099-12-31,
510,0,med,ruxolitinib,40244464,RxNorm,1970-01-01,2099-12-31,
436,0,med,Citrate Dextrose 3% (ACD-A) CRRT,1988717,LOINC,1970-01-01,2099-12-31,
198,0,med,OxycoDONE (Immediate Release),45877080,LOINC,1970-01-01,2099-12-31,
83,0,med,Clonazepam,798874,RxNorm,1970-01-01,2099-12-31,
370,0,med,NIFEdipine,1318853,RxNorm,1970-01-01,2099-12-31,
199,0,med,Ampicillin,1717327,RxNorm,1970-01-01,2099-12-31,
503,0,med,Calcitonin Salmon,1537655,RxNorm,1970-01-01,2099-12-31,
200,0,med,GuaiFENesin,1163944,RxNorm,1970-01-01,2099-12-31,
511,0,med,Vitamin B Complex w/C,19010970,RxNorm,1970-01-01,2099-12-31,
348,0,med,Gastroview (Diatrizoate Meglumine & Sodium),4264184,SNOMED,1970-01-01,2099-12-31,
67,0,med,Ciprofloxacin 0.3% Ophth Soln,19075378,RxNorm,1970-01-01,2099-12-31,
504,0,med,Psyllium Powder,2909331,RxNorm Extension,1970-01-01,2099-12-31,
371,0,med,Furosemide-Heart Failure,1177390,LOINC,1970-01-01,2099-12-31,
349,0,med,Fluconazole,1754994,RxNorm,1970-01-01,2099-12-31,
512,0,med,Cetirizine,1149196,RxNorm,1970-01-01,2099-12-31,
201,0,med,Acetaminophen,45876821,LOINC,1970-01-01,2099-12-31,
253,0,med,Verapamil,1307863,RxNorm,1970-01-01,2099-12-31,
372,0,med,Vitamin D3,42709324,RxNorm,1970-01-01,2099-12-31,
513,0,med,Pyridoxine,19005046,RxNorm,1970-01-01,2099-12-31,
350,0,med,Micafungin,19018013,RxNorm,1970-01-01,2099-12-31,
202,0,med,NiMODipine,1319133,RxNorm,1970-01-01,2099-12-31,
437,0,med,Calcium Gluconate sliding scale – Ionized calcium,19037038,RxNorm,1970-01-01,2099-12-31,
84,0,med,OLANZapine (Disintegrating Tablet),40101919,RxNorm,1970-01-01,2099-12-31,
203,0,med,Nimodipine,1319133,RxNorm,1970-01-01,2099-12-31,
351,0,med,Tuberculin Protein,37312263,SNOMED,1970-01-01,2099-12-31,
514,0,med,Collagenase Ointment,40016963,RxNorm,1970-01-01,2099-12-31,
352,0,med,Aztreonam,1715117,RxNorm,1970-01-01,2099-12-31,
85,0,med,Ranitidine (Liquid),961047,RxNorm,1970-01-01,2099-12-31,
373,0,med,Cepacol (Sore Throat Lozenge),45764039,SNOMED,1970-01-01,2099-12-31,
68,0,med,PHENObarbital Alcohol Withdrawal Dose Taper (Days 2-7),4180457,SNOMED,1970-01-01,2099-12-31,
438,0,med,Tucks Hemorrhoidal Oint 1%,40222940,RxNorm,1970-01-01,2099-12-31,
254,0,med,Brimonidine Tartrate 0.15% Ophth.,40164134,RxNorm,1970-01-01,2099-12-31,
515,0,med,Clotrimazole,1000632,RxNorm,1970-01-01,2099-12-31,
204,0,med,Ipratropium Bromide MDI,1113075,RxNorm,1970-01-01,2099-12-31,
69,0,med,Carvedilol,1346823,RxNorm,1970-01-01,2099-12-31,
86,0,med,brimonidine,915542,RxNorm,1970-01-01,2099-12-31,
353,0,med,Methylnaltrexone,909841,RxNorm,1970-01-01,2099-12-31,
439,0,med,Fentanyl PCA,36308472,LOINC,1970-01-01,2099-12-31,
374,0,med,23.4% Sodium Chloride,702483,RxNorm,1970-01-01,2099-12-31,
255,0,med,Albumin 25% (12.5g / 50mL),38002319,APC,1970-01-01,2099-12-31,
354,0,med,Naloxone,1114220,RxNorm,1970-01-01,2099-12-31,
87,0,med,SulfaSALAzine_,964339,RxNorm,1970-01-01,2099-12-31,
88,0,med,Phosphorus,19043395,RxNorm,1970-01-01,2099-12-31,
375,0,med,Vecuronium Bromide,40165388,RxNorm,1970-01-01,2099-12-31,
89,0,med,Bisacodyl,924939,RxNorm,1970-01-01,2099-12-31,
355,0,med,Lactulose Enema,1234835,RxNorm Extension,1970-01-01,2099-12-31,
376,0,med,HumaLOG,35630334,SNOMED,1970-01-01,2099-12-31,
256,0,med,Octreotide Acetate,1522957,RxNorm,1970-01-01,2099-12-31,
205,0,med,Hydrocortisone (Rectal) 2.5% Cream,21293709,dm+d,1970-01-01,2099-12-31,
90,0,med,Gemfibrozil,1558242,RxNorm,1970-01-01,2099-12-31,
70,0,med,Fluticasone Propionate 110mcg,42903220,RxNorm,1970-01-01,2099-12-31,
516,0,med,PNEUMOcoccal 23-valent polysaccharide vaccine,600827,SNOMED,1970-01-01,2099-12-31,
377,0,med,Pamidronate,1511646,RxNorm,1970-01-01,2099-12-31,
257,0,med,Opium Tincture,19133364,RxNorm,1970-01-01,2099-12-31,
356,0,med,Sodium Glycerophosphate,37116814,SNOMED,1970-01-01,2099-12-31,
127,0,med,Mupirocin Cream 2%,40062280,RxNorm,1970-01-01,2099-12-31,
206,0,med,Ipratropium Bromide Neb,1113075,RxNorm,1970-01-01,2099-12-31,
378,0,med,CARBOplatin,1344905,RxNorm,1970-01-01,2099-12-31,
258,0,med,Ondansetron,1000560,RxNorm,1970-01-01,2099-12-31,
128,0,med,riluzole,735951,RxNorm,1970-01-01,2099-12-31,
71,0,med,Divalproex (DELayed Release),40238244,RxNorm,1970-01-01,2099-12-31,
259,0,med,Fosphenytoin,713192,RxNorm,1970-01-01,2099-12-31,
517,0,med,Influenza Vaccine Quadrivalent,724902,CVX,1970-01-01,2099-12-31,
129,0,med,Carbamazepine,740275,RxNorm,1970-01-01,2099-12-31,
207,0,med,Albuterol-Ipratropium,44067475,RxNorm Extension,1970-01-01,2099-12-31,
440,0,med,Calcium Gluconate Replacement (Critical Care and Oncology),19037038,RxNorm,1970-01-01,2099-12-31,
415,0,med,Amoxicillin-Clavulanic Acid,3667062,SNOMED,1970-01-01,2099-12-31,
208,0,med,Diazepam,36309606,LOINC,1970-01-01,2099-12-31,
357,0,med,Fleet Enema (Mineral Oil),40065004,RxNorm,1970-01-01,2099-12-31,
72,0,med,QUEtiapine Fumarate,766814,RxNorm,1970-01-01,2099-12-31,
518,0,med,Influenza Virus Vaccine,40758148,LOINC,1970-01-01,2099-12-31,
260,0,med,Oxycodone SR (OxyconTIN),36309176,LOINC,1970-01-01,2099-12-31,
19,0,med,Insulin,45884660,LOINC,1970-01-01,2099-12-31,
358,0,med,ertapenem,1717963,RxNorm,1970-01-01,2099-12-31,
416,0,med,Cefpodoxime Proxetil,2049926,RxNorm Extension,1970-01-01,2099-12-31,
261,0,med,Phenytoin,4301090,SNOMED,1970-01-01,2099-12-31,
417,0,med,Tacrolimus,950637,RxNorm,1970-01-01,2099-12-31,
359,0,med,Succinylcholine,836208,RxNorm,1970-01-01,2099-12-31,
20,0,med,Simvastatin,1539403,RxNorm,1970-01-01,2099-12-31,
130,0,med,Dexamethasone Ophthalmic Susp 0.1%,40028596,RxNorm,1970-01-01,2099-12-31,
209,0,med,OxyCODONE (Immediate Release),45877080,LOINC,1970-01-01,2099-12-31,
519,0,med,Pneumococcal Vac Polyvalent,45775996,RxNorm,1970-01-01,2099-12-31,
21,0,med,Amlodipine,1332418,RxNorm,1970-01-01,2099-12-31,
262,0,med,Sulfamethoxazole-Trimethoprim,40081388,RxNorm,1970-01-01,2099-12-31,
263,0,med,NexIUM,36849377,RxNorm Extension,1970-01-01,2099-12-31,
210,0,med,Midodrine,1308368,RxNorm,1970-01-01,2099-12-31,
360,0,med,Aminocaproic Acid,1369939,RxNorm,1970-01-01,2099-12-31,
418,0,med,Esomeprazole sodium,904453,RxNorm,1970-01-01,2099-12-31,
22,0,med,Olanzapine,785788,RxNorm,1970-01-01,2099-12-31,
131,0,med,Miconazole Powder 2%,41080042,RxNorm Extension,1970-01-01,2099-12-31,
441,0,med,Insulin Pump (Self Administering Medication),3655127,SNOMED,1970-01-01,2099-12-31,
419,0,med,Linezolid,1736887,RxNorm,1970-01-01,2099-12-31,
520,0,med,Atropine Sulfate,40243435,RxNorm,1970-01-01,2099-12-31,
211,0,med,HydrALAzine,1373928,RxNorm,1970-01-01,2099-12-31,
307,0,med,Epinephrine 1:1000,19076899,RxNorm,1970-01-01,2099-12-31,
420,0,med,FoLIC Acid,19111620,RxNorm,1970-01-01,2099-12-31,
442,0,med,Sertraline,739138,RxNorm,1970-01-01,2099-12-31,
23,0,med,Zolpidem Tartrate,744795,RxNorm,1970-01-01,2099-12-31,
212,0,med,Cephalexin,1786621,RxNorm,1970-01-01,2099-12-31,
264,0,med,Fludrocortisone Acetate,37002455,RxNorm,1970-01-01,2099-12-31,
308,0,med,Phytonadione,19044727,RxNorm,1970-01-01,2099-12-31,
421,0,med,Oseltamivir,1799139,RxNorm,1970-01-01,2099-12-31,
24,0,med,Niacin SR,1517824,RxNorm,1970-01-01,2099-12-31,
443,0,med,Ferrous Sulfate (Liquid),4305901,SNOMED,1970-01-01,2099-12-31,
25,0,med,TraZODone,703547,RxNorm,1970-01-01,2099-12-31,
309,0,med,Lidocaine 0.5%,989878,RxNorm,1970-01-01,2099-12-31,
422,0,med,Famotidine (IV),953076,RxNorm,1970-01-01,2099-12-31,
265,0,med,Lidocaine 5% Patch,42629129,RxNorm,1970-01-01,2099-12-31,
132,0,med,Fluticasone-Salmeterol Diskus (250/50),42956257,RxNorm Extension,1970-01-01,2099-12-31,
521,0,med,Lidocaine 1% (For PICC/Midline Insertions),2995943,AMT,1970-01-01,2099-12-31,
26,0,med,traZODONE,703547,RxNorm,1970-01-01,2099-12-31,
213,0,med,Vancomycin Oral Liquid,40087256,RxNorm,1970-01-01,2099-12-31,
423,0,med,CefTRIAXone,1777806,RxNorm,1970-01-01,2099-12-31,
310,0,med,Levofloxacin,1742253,RxNorm,1970-01-01,2099-12-31,
27,0,med,Senna,4070772,SNOMED,1970-01-01,2099-12-31,
214,0,med,Digoxin,1326303,RxNorm,1970-01-01,2099-12-31,
28,0,med,Doxazosin,1363053,RxNorm,1970-01-01,2099-12-31,
266,0,med,Tamoxifen Citrate,45883505,LOINC,1970-01-01,2099-12-31,
311,0,med,Glycopyrrolate,19081297,RxNorm,1970-01-01,2099-12-31,
424,0,med,Verapamil SR,1307863,RxNorm,1970-01-01,2099-12-31,
444,0,med,Emtricitabine-Tenofovir (Truvada),21114143,RxNorm Extension,1970-01-01,2099-12-31,
215,0,med,Ketorolac,1136980,RxNorm,1970-01-01,2099-12-31,
29,0,med,Donepezil,715997,RxNorm,1970-01-01,2099-12-31,
267,0,med,RISperidone,735979,RxNorm,1970-01-01,2099-12-31,
